city,hotel_name,hotel_price,hotel_position,hotel_review,hotel_rating_star,hotel_description,hotel_url
Montauban,Pont Napoléon Moissac,€ 761,"23,6 km de : Montauban",Très bien,4,,https://www.booking.com/hotel/fr/meouchi.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=d0674a18b3d3f222bdf5b9bcdef41fa1&srepoch=1752856552&all_sr_blocks=1052415302_416095562_2_42_0&highlighted_blocks=1052415302_416095562_2_42_0&matching_block_id=1052415302_416095562_2_42_0&sr_pri_blocks=1052415302_416095562_2_42_0__76140&from=searchresults
Montauban,HÔTEL LE CHAPON FIN,€ 787,"23,5 km de : Montauban",Très bien,6,,https://www.booking.com/hotel/fr/le-chapon-fin-moissac.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=d0674a18b3d3f222bdf5b9bcdef41fa1&srepoch=1752856552&all_sr_blocks=533452602_188676105_0_42_0&highlighted_blocks=533452602_188676105_0_42_0&matching_block_id=533452602_188676105_0_42_0&sr_pri_blocks=533452602_188676105_0_42_0__78722&from=searchresults
Montauban,Hôtel & Spa Le Moulin de Moissac,€ 1 207,"23,4 km de : Montauban",Très bien,0,Suite privée,https://www.booking.com/hotel/fr/le-moulin-de-moissac.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=d0674a18b3d3f222bdf5b9bcdef41fa1&srepoch=1752856552&all_sr_blocks=5324903_195408697_0_2_0&highlighted_blocks=5324903_195408697_0_2_0&matching_block_id=5324903_195408697_0_2_0&sr_pri_blocks=5324903_195408697_0_2_0__120722&from=searchresults
Montauban,Le charme à la campagne dans toulousaine de 1900,€ 342,"22,7 km de : Montauban",Très bien,0,,https://www.booking.com/hotel/fr/le-charme-a-la-campagne-dans-toulousaine-de-1900.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=d0674a18b3d3f222bdf5b9bcdef41fa1&srepoch=1752856552&all_sr_blocks=1205519801_394724484_2_0_0&highlighted_blocks=1205519801_394724484_2_0_0&matching_block_id=1205519801_394724484_2_0_0&sr_pri_blocks=1205519801_394724484_2_0_0__34195&from=searchresults
Montauban,L'ALCOVE HOTEL RESTAURANT,€ 582,"22,4 km de : Montauban",Bien ,0,,https://www.booking.com/hotel/fr/l-39-alcove-restaurant.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=d0674a18b3d3f222bdf5b9bcdef41fa1&srepoch=1752856552&all_sr_blocks=451314402_395575695_2_42_0&highlighted_blocks=451314402_395575695_2_42_0&matching_block_id=451314402_395575695_2_42_0&sr_pri_blocks=451314402_395575695_2_42_0__58170&from=searchresults
Biarritz,Résidence Biarritz Ocean,€ 1 144,200 m du centre,Superbe,8,Appartement entier. 1 chambre. 1 salon. 1 salle de bains. 1 cuisine. 40 m²,https://www.booking.com/hotel/fr/biarritz-ocean.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5354803_88918779_0_0_0&highlighted_blocks=5354803_88918779_0_0_0&matching_block_id=5354803_88918779_0_0_0&sr_pri_blocks=5354803_88918779_0_0_0__114436&from=searchresults
Biarritz,Hotel Barnetche,€ 1 074,350 m du centre,Très bien,6,,https://www.booking.com/hotel/fr/barnetche.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=40604108_321573016_0_0_0&highlighted_blocks=40604108_321573016_0_0_0&matching_block_id=40604108_321573016_0_0_0&sr_pri_blocks=40604108_321573016_0_0_0__107430&from=searchresults
Biarritz,Premiere Classe Biarritz,€ 804,"2,3 km du centre",Note,0,,https://www.booking.com/hotel/fr/premiere-classe-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5457503_191421085_3_2_0&highlighted_blocks=5457503_191421085_3_2_0&matching_block_id=5457503_191421085_3_2_0&sr_pri_blocks=5457503_191421085_3_2_0__80395&from=searchresults
Biarritz,Résidence Vacances Bleues Le Grand Large,€ 1 682,400 m du centre,Très bien,6,Studio entier. 32 m²,https://www.booking.com/hotel/fr/le-grand-large-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5390111_88918839_0_2_0&highlighted_blocks=5390111_88918839_0_2_0&matching_block_id=5390111_88918839_0_2_0&sr_pri_blocks=5390111_88918839_0_2_0__168230&from=searchresults
Biarritz,Sure Hotel by Best Western Biarritz Aeroport,€ 918,"2,3 km du centre",Très bien,6,,https://www.booking.com/hotel/fr/amaryshotel.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=21735428_357985660_2_2_0&highlighted_blocks=21735428_357985660_2_2_0&matching_block_id=21735428_357985660_2_2_0&sr_pri_blocks=21735428_357985660_2_2_0__91760&from_sustainable_property_sr=1&from=searchresults
Biarritz,Hôtel Florida,€ 1 692,350 m du centre,Bien ,8,Suite privée,https://www.booking.com/hotel/fr/eugenie-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=39621507_328537214_0_0_0&highlighted_blocks=39621507_328537214_0_0_0&matching_block_id=39621507_328537214_0_0_0&sr_pri_blocks=39621507_328537214_0_0_0__169236&from=searchresults
Biarritz,Hôtel Parc Mazon-Biarritz,€ 1 195,300 m du centre,Très bien,4,,https://www.booking.com/hotel/fr/baron-de-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=44494314_114377100_0_2_0&highlighted_blocks=44494314_114377100_0_2_0&matching_block_id=44494314_114377100_0_2_0&sr_pri_blocks=44494314_114377100_0_2_0__119516&from=searchresults
Biarritz,Campanile Biarritz,€ 1 010,"2,3 km du centre",Bien ,6,,https://www.booking.com/hotel/fr/campanile-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5329407_193820149_2_34_0&highlighted_blocks=5329407_193820149_2_34_0&matching_block_id=5329407_193820149_2_34_0&sr_pri_blocks=5329407_193820149_2_34_0__101030&from=searchresults
Biarritz,Hôtel Kemaris,€ 1 475,450 m du centre,Très bien,6,,https://www.booking.com/hotel/fr/best-western-kemaris.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=18027012_407011978_2_1_0&highlighted_blocks=18027012_407011978_2_1_0&matching_block_id=18027012_407011978_2_1_0&sr_pri_blocks=18027012_407011978_2_1_0__147530&from=searchresults
Biarritz,Hôtel Les Alizés,€ 1 036,500 m du centre,Bien ,4,,https://www.booking.com/hotel/fr/les-alizes.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5485902_357641968_0_2_0&highlighted_blocks=5485902_357641968_0_2_0&matching_block_id=5485902_357641968_0_2_0&sr_pri_blocks=5485902_357641968_0_2_0__103616&from=searchresults
Biarritz,ALFRED HOTELS Les Halles,€ 2 332,250 m du centre,Fabuleux ,6,,https://www.booking.com/hotel/fr/hotelanjou.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5098411_399393768_2_2_0&highlighted_blocks=5098411_399393768_2_2_0&matching_block_id=5098411_399393768_2_2_0&sr_pri_blocks=5098411_399393768_2_2_0__233230&from=searchresults
Biarritz,Hotel Saint Julien,€ 2 232,200 m du centre,Fabuleux ,6,,https://www.booking.com/hotel/fr/saint-julien.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5354712_329996760_2_2_0&highlighted_blocks=5354712_329996760_2_2_0&matching_block_id=5354712_329996760_2_2_0&sr_pri_blocks=5354712_329996760_2_2_0__223230&from_sustainable_property_sr=1&from=searchresults
Biarritz,Hôtel Maïtagaria,€ 1 959,150 m du centre,Superbe,6,,https://www.booking.com/hotel/fr/maitagaria.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=28743305_99007860_0_2_0&highlighted_blocks=28743305_99007860_0_2_0&matching_block_id=28743305_99007860_0_2_0&sr_pri_blocks=28743305_99007860_0_2_0__195930&from=searchresults
Biarritz,Sofitel Biarritz Le Miramar Thalassa,€ 4 948,1 km du centre,Bien ,10,,https://www.booking.com/hotel/fr/thalassa-miramar-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5737111_399614293_2_42_0&highlighted_blocks=5737111_399614293_2_42_0&matching_block_id=5737111_399614293_2_42_0&sr_pri_blocks=5737111_399614293_2_42_0__494816&from_sustainable_property_sr=1&from=searchresults
Biarritz,Mercure Président Biarritz Plage,€ 1 837,200 m du centre,Très bien,8,,https://www.booking.com/hotel/fr/mercure-le-president-biarritz-centre.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=18396903_376291290_2_2_0&highlighted_blocks=18396903_376291290_2_2_0&matching_block_id=18396903_376291290_2_2_0&sr_pri_blocks=18396903_376291290_2_2_0__183722&from=searchresults
Biarritz,Beaumanoir Small Luxury Boutique Hotel,€ 4 165,"1,6 km du centre",Fabuleux ,10,,https://www.booking.com/hotel/fr/le-beaumanoir.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5899801_88559407_0_42_0&highlighted_blocks=5899801_88559407_0_42_0&matching_block_id=5899801_88559407_0_42_0&sr_pri_blocks=5899801_88559407_0_42_0__416500&from=searchresults
Biarritz,Regina Experimental Biarritz,€ 7 898,"1,4 km du centre",Superbe,10,Suite privée. 1 chambre. 1 salon. 1 salle de bains. 41 m²,https://www.booking.com/hotel/fr/reginaexperimentalbiarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5705138_392547538_2_2_0&highlighted_blocks=5705138_392547538_2_2_0&matching_block_id=5705138_392547538_2_2_0&sr_pri_blocks=5705138_392547538_2_2_0__789756&from=searchresults
Biarritz,Hotel Plaza Biarritz Plage - Handwritten Collection,€ 2 473,300 m du centre,Superbe,8,,https://www.booking.com/hotel/fr/biarritz-centre-plaza.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5711402_376292441_2_2_0&highlighted_blocks=5711402_376292441_2_2_0&matching_block_id=5711402_376292441_2_2_0&sr_pri_blocks=5711402_376292441_2_2_0__247346&from_sustainable_property_sr=1&from=searchresults
Biarritz,Hôtel La Suite,€ 2 649,400 m du centre,Très bien,8,,https://www.booking.com/hotel/fr/la-suite-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=1179733502_395022347_2_1_0&highlighted_blocks=1179733502_395022347_2_1_0&matching_block_id=1179733502_395022347_2_1_0&sr_pri_blocks=1179733502_395022347_2_1_0__264936&from=searchresults
Biarritz,MELLOW KEYWEEK Biarritz town house,€ 3 561,250 m du centre,,0,Maison de vacances entière. 2 chambres. 2 salles de bains. 1 cuisine. 96 m²,https://www.booking.com/hotel/fr/mellow-keyweek-biarritz-town-house.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=1028783002_375603133_4_0_0&highlighted_blocks=1028783002_375603133_4_0_0&matching_block_id=1028783002_375603133_4_0_0&sr_pri_blocks=1028783002_375603133_4_0_0__356115&from=searchresults
Biarritz,Maison spacieuse terrasse ensoleillée proche Océan,€ 2 841,"0,7 km du centre",Très bien,0,Villa entière. 3 chambres. 2 salles de bains. 1 cuisine,https://www.booking.com/hotel/fr/maison-spacieuse-terrasse-ensoleillee-proche-ocean.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=1013531901_373953976_6_0_0&highlighted_blocks=1013531901_373953976_6_0_0&matching_block_id=1013531901_373953976_6_0_0&sr_pri_blocks=1013531901_373953976_6_0_0__284094&from=searchresults
Biarritz,1ère ligne Mer Appartement 7 personnes.,€ 16 771,1 km du centre,Bien ,0,Appartement entier. 3 chambres. 2 salles de bains. 1 cuisine. 100 m²,https://www.booking.com/hotel/fr/1ere-ligne-mer-appartement-7-personnes.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=800220801_352799733_2_0_0&highlighted_blocks=800220801_352799733_2_0_0&matching_block_id=800220801_352799733_2_0_0&sr_pri_blocks=800220801_352799733_2_0_0__1677122&from=searchresults
Biarritz,Mer et Golf,€ 1 022,2 km de : Biarritz,Note,0,Studio entier. 1 salle de bains. 1 cuisine. 23 m²,https://www.booking.com/hotel/fr/mer-et-golf-loisirs.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=62611210_88560529_2_2_0&highlighted_blocks=62611210_88560529_2_2_0&matching_block_id=62611210_88560529_2_2_0&sr_pri_blocks=62611210_88560529_2_2_0__102244&from=searchresults
Biarritz,Cosy Angelu,€ 723,"4,5 km de : Biarritz",,0,Appartement entier. 1 chambre. 1 salle de bains. 22 m²,https://www.booking.com/hotel/fr/cosy-angelu-anglet.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=1254269401_397952361_2_0_0&highlighted_blocks=1254269401_397952361_2_0_0&matching_block_id=1254269401_397952361_2_0_0&sr_pri_blocks=1254269401_397952361_2_0_0__72264&from=searchresults
Biarritz,Hotel Résidence Anglet Biarritz-Parme,€ 1 050,"4,5 km de : Biarritz",Bien ,0,Studio entier. 1 salle de bains. 25 m²,https://www.booking.com/hotel/fr/hote-residence-anglet-biarritz-parme.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=e2962c4cfa343906757120db28f10d4f&srepoch=1752856552&all_sr_blocks=5889415_367932542_2_2_0&highlighted_blocks=5889415_367932542_2_2_0&matching_block_id=5889415_367932542_2_2_0&sr_pri_blocks=5889415_367932542_2_2_0__104982&from=searchresults
La Rochelle,Le Cardinal,€ 424,"0,9 km du centre",Bien ,0,Studio entier. 1 salle de bains. 1 cuisine. 21 m²,https://www.booking.com/hotel/fr/le-cardinal-la-rochelle4.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=1405020001_412312122_2_0_0&highlighted_blocks=1405020001_412312122_2_0_0&matching_block_id=1405020001_412312122_2_0_0&sr_pri_blocks=1405020001_412312122_2_0_0__42381&from=searchresults
La Rochelle,Appart'City Classic La Rochelle Centre,€ 644,"0,9 km du centre",Bien ,4,Studio entier. 1 salle de bains. 1 cuisine. 19 m²,https://www.booking.com/hotel/fr/appart-city-cap-affaires-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=22870022_0_2_0_0&highlighted_blocks=22870022_0_2_0_0&matching_block_id=22870022_0_2_0_0&sr_pri_blocks=22870022_0_2_0_0__64357&from_sustainable_property_sr=1&from=searchresults
La Rochelle,Studio Gambetta en centre ville a 2 pas du marche,€ 511,"0,6 km du centre",,0,Appartement entier. 1 salle de bains. 1 cuisine,https://www.booking.com/hotel/fr/studio-gambetta-en-centre-ville-a-2-pas-du-marche.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=1456059502_416902912_2_0_0&highlighted_blocks=1456059502_416902912_2_0_0&matching_block_id=1456059502_416902912_2_0_0&sr_pri_blocks=1456059502_416902912_2_0_0__51141&from=searchresults
La Rochelle,Hôtel Confort La Rochelle Centre les Minimes,€ 705,"1,4 km du centre",Très bien,6,,https://www.booking.com/hotel/fr/kyriad-la-rochelle-centre-les-minimes-xml.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=50003908_412791383_2_2_0&highlighted_blocks=50003908_412791383_2_2_0&matching_block_id=50003908_412791383_2_2_0&sr_pri_blocks=50003908_412791383_2_2_0__70504&from=searchresults
La Rochelle,Hôtel Eco La Rochelle Centre les Minimes,€ 662,"1,3 km du centre",Bien ,4,,https://www.booking.com/hotel/fr/premia-re-classe-la-rochelle-centre-les-minimes.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=50023307_412791384_2_2_0&highlighted_blocks=50023307_412791384_2_2_0&matching_block_id=50023307_412791384_2_2_0&sr_pri_blocks=50023307_412791384_2_2_0__66220&from=searchresults
La Rochelle,Maison Style Loft,€ 1 234,"1,5 km du centre",Très bien,0,Maison de vacances entière. 1 chambre. 1 salon. 1 salle de bains. 1 cuisine. 70 m²,https://www.booking.com/hotel/fr/maison-style-loft.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=182263201_326760890_2_0_0&highlighted_blocks=182263201_326760890_2_0_0&matching_block_id=182263201_326760890_2_0_0&sr_pri_blocks=182263201_326760890_2_0_0__123435&from=searchresults
La Rochelle,ATHOME RESIDENCE ET SPA,€ 901,"1,5 km du centre",Très bien,0,Studio entier. 1 salle de bains. 20 m²,https://www.booking.com/hotel/fr/athome-residence-et-spa.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=638268904_252695150_2_2_0&highlighted_blocks=638268904_252695150_2_2_0&matching_block_id=638268904_252695150_2_2_0&sr_pri_blocks=638268904_252695150_2_2_0__90132&from=searchresults
La Rochelle,Hotel Inn Design La Rochelle,€ 660,"2,6 km du centre",Très bien,6,,https://www.booking.com/hotel/fr/inn-design.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=86179701_367932018_0_2_0&highlighted_blocks=86179701_367932018_0_2_0&matching_block_id=86179701_367932018_0_2_0&sr_pri_blocks=86179701_367932018_0_2_0__65964&from=searchresults
La Rochelle,Accostage Hôtel Plage de la Concurrence,€ 673,"1,1 km du centre",Très bien,4,,https://www.booking.com/hotel/fr/accostage.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=40338201_372541468_0_2_0&highlighted_blocks=40338201_372541468_0_2_0&matching_block_id=40338201_372541468_0_2_0&sr_pri_blocks=40338201_372541468_0_2_0__67286&from=searchresults
La Rochelle,Charmant appartement Hyper-Centre,€ 714,"0,5 km du centre",Bien ,0,Appartement entier. 1 chambre. 1 salle de bains. 1 cuisine. 32 m²,https://www.booking.com/hotel/fr/charmant-appartement-hyper-centre.fr.html?aid=304142&ucfs=1&arphpl=1&checkin=2025-07-18&checkout=2025-07-25&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=7ab3b8605bf8a741d22775e6d9a870a0&srepoch=1752856552&all_sr_blocks=862552801_354171513_0_0_0&highlighted_blocks=862552801_354171513_0_0_0&matching_block_id=862552801_354171513_0_0_0&sr_pri_blocks=862552801_354171513_0_0_0__71442&from=searchresults
